reviewid,username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat
gp:AOqpTOGD38VD5LhJ0f14_kkD6aO_QaGXcA8jxdFRarWIKiPSWkvLltl08W_AVhv94wP6pU64ooa5ZiBgTUCPIhw,Shar Samonte,https://play-lh.googleusercontent.com/a/AATXAJwY8It4x3fs8GKgn2QWi4y-qok1E_BPGhwGiCNK=mo,"I really liked this app at first as it was easy to accumulate points but then my credit card kept unlinking and unlinking and it took FOREVER for them to fix anything. The customer service is horrible. Takes ages for anyone to respond and if they do, they don't really do anything to help fix the issue. So I might have lost tons and tons of points while my card was unlinked. Now ... I have enough points to redeem something and I keep getting errors and it won't redeem!!!! I've been trying for 2 weeks!! I have sent a ""ticket"" about it and still haven't had any reply from customer service. I'm getting so annoyed. I want to use my damn points!",2,0,1.27.0,2018-11-22,nan,NaT
gp:AOqpTOGjBxYmrjM0FPW3vwhBeX7kguRjpkPyAJdd7DBWoqfLUU1dWrbSQhaAiWg8-D3IdkfJIhxQolO3VJIxBfk,Katrina Brown,https://play-lh.googleusercontent.com/a/AATXAJy6AqrPpYLd0R_WUKJYM6yH1YZtfDcon5jRW8M-=mo,"I love this app. It's great for collecting points! However, I've been experiencing an issue with the app glitching on the last step and not returning me to the Drop ""home page"", so I have to exit the app. Then the points dont show up. Then I have to email the company to get them to manually load the points (after taking screenshots and videos of the issue for proof.) It's getting annoying, and I think the people at drop are sick of me emailing them for my points. Please fix this issue ASAP!!",4,2,1.45.0,2019-12-11,"Thanks so much for reaching out Katrina, We’re working hard to make this the best app it can be, and we couldn’t do it without the feedback from members like you. We would love to hear more at support@joindrop.com if you have time to go into more details!",2019-12-11 16:02:04
gp:AOqpTOFv5M4aELKoyJ-ljgKGVlUMwaPeoc7UCgFFOBNN-5M9uC3zSWH9bk4w-DYcTNWJ3JXXLrsMfU0qIyocxSQ,Alexie Chabot,https://play-lh.googleusercontent.com/a/AATXAJwqezbLYBJi2y8YD37hFGU6N0-0gtgvRhZS8H3V=mo,"I was so in love with this app, had recommended to many people. But it seems they got greedy, instead of improving for the betterment of everyone. It just feel like the carrot is always dangling in front of your face and then its gets pulled away anytime you get close. And i sense from most of the reviews that this is a common feeling felt by most users. Hopefully they smarten up soon before they really lose their popularity....(fyi Drop, your ratings are going down in case you haven't noticed).",1,1,1.47.0,2020-01-14,"Hey there, we’re so sorry you encountered an issue with this offer. We are actively working with our partners to determine which members are owed points and we will get back to all affected members with an open ticket shortly. If you don’t already have a ticket, please consider submitting one to support@joindrop.com. Thanks!",2020-10-27 16:29:36
gp:AOqpTOESguth8x-vf5l5uIsUrRhXcSAi-efuZz4_QPldEbyTaVffUj1x4EyXQkKfc8psPAC_7p0EMLat08qvVas,Daniel Ruiz Trask,https://play-lh.googleusercontent.com/a/AATXAJzs14TsO5eKTm-9aW8ZE1ac4CgMXjB9q89r_mNE=mo,"I think this app is not worth it and it has the worst custimer support i have ever experienced. Most of the time, the rewards dont appear on your account and when you contact customer service, they take almost a week to respond. When customer service does respond, they usually come up with many new things you need to meet in order to earn your reward and ultimately dont give you yiur reward at all. The worst customer service I've ever experienced. Don't download this app.",1,2,1.27.0,2019-04-16,"Hey Daniel, this doesn't sound right! Could you please submit a support ticket to support@earnwithdrop.com entitled ""Google Play Store help""? We'd be happy to look into your missing points for you and get you back on track to earn lots more! :)",2019-05-10 17:13:13
gp:AOqpTOG6jLpKLWK40FxW3UPX_9FDo2sXSvUA-l6O7EXUuisy2w2eZ6XhfZhnLyWQ0Qch-kbR9sXJ-DoORrDStZM,Clarence Menezes,https://play-lh.googleusercontent.com/a-/AOh14GgJMEE6spY5KPojE1pZLJWKyXqPupCsjQPO9PUn,"The service is a great idea and almost well executed. I had 2 vastly different experiences with their customer service - one good and one terrible. The app itself is horrible - extremely slow, extremely laggy and not optimized. Has 5 star potential if service was improved and app performance is increased by 10 - 50 times. This is the worst app performance of any app on my phone.",2,8,1.27.0,2018-11-07,nan,NaT
gp:AOqpTOHX7zS9rn6JFJcaG8lwwkZS3LQJtq1rEXg3DkrjoUl_9PacrDerXl9uDxpA0x0mUATH-FRlx91BUMv2DQI,The Microgrow Guy,https://play-lh.googleusercontent.com/a-/AOh14GhTkknzV6z34i1mtzJq6J4PqVk1GoHakACQZ9XdNQ,"Was a good app until they started messing around with it too much. I have been saving my points for probably nearly a year or more now and every time I get close to getting enough to cash out they change their ""cash out rules"" and make it so that I have to keep going. Honestly it almost feel like it's on purpose, it has happened so many times now that I have basically given up on the app. Will use for another couple weeks to see if the under 30$ options come back then deleting",1,14,1.27.0,2019-12-03,"Hey there, we’re really sorry to hear you’re having a bad experience with us. We know it can be really frustrating when things change in the app. For a little more context on this we made an FAQ series that you can check out here: https://support.joindrop.com/hc/en-us/categories/202567547-FAQ
Hope you have a great day!",2019-12-04 15:46:45
gp:AOqpTOGCE6bh11DVPajIwi8OuaFr_GKCxG1NcRWzF25adqaI9xBBti8XDgeCjlA5CJP8reJAmkisGlUvQ6hkQDo,Mark Lai,https://play-lh.googleusercontent.com/a-/AOh14Gi2vADUyftVBGHnCSGIvMpkiUOQNBtUqCmyCnI,"Most of the time this app works as it should. Had no complaints before. Lately Ive been having difficulty receiving points on new offers. Been in contact with customer service. They are prompt at first and quite friendly, but trail off without resolving my issue. I hope it's a backlog issue. Currently it's been 1 month with no response to my original email or follow up. Besides that everything else works as suggested.",3,0,1.26.0,2018-10-13,nan,NaT
gp:AOqpTOGh_SpjzqYti8VuIJ0hAhL1MKXBid9FMyBzMia_-UqBqSU3WRyF-NXJYMFO9BKXw9iBFfD6M3PlfLQxoEc,Melissa Freixa,https://play-lh.googleusercontent.com/a-/AOh14GizX0fDJspkUYnWovi9WEtbXbGemMHE5zzM9gL_Gg,"It used to work perfectly fine for me, but it keeps unlinking my cards and giving me error when I try to relink it. So I haven't been able to collect points since July 2018. Also, I have selected the option to not receive push notifications for anything, but the app sends at least 5 notifications daily, which is really annoying. I would like to delete my account in the app. Thanks",1,2,1.27.0,2018-11-25,nan,NaT
gp:AOqpTOGRuKjmgMpFakH4t6p4vfOkv0r7AMSqDHmQdYcRtTIEh2FiJvPIPC5gXsANJSsdSktWf66p6B9_uvYwD9A,Jody C,https://play-lh.googleusercontent.com/a-/AOh14GhtgqMU8_EaxeMlylHPGujGFVNljARkqALJG1XvVg,"My experience with Drop has been extremely rewarding. It is very user friendly with simple easy to read instructions to shop, and earn points. I recently had an issue with redeeming a gift card, to which the customer service agent was able to respond quickly with updates on my issue and provided me with the the next steps. Within 2 hours, I received my gift card. Would definitely recommend new users to Drop.",5,7,1.77.0,2021-04-23,Hey there Jody! We're so happy to hear that you've had a seamless experience so far. Happy earning :),2020-12-07 16:39:27
gp:AOqpTOFw3d2qnFsSm_D6ds5pDFm5U6POVIgRApJ2SHFY_DSyzZ-_jZCwjRZ1fVm5oTuajCP0b0DRxmMG2ZRkBUg,Elston,https://play-lh.googleusercontent.com/a/AATXAJxOIW5OZAQiboB5EXWGpj542k9qhJaTMiBeio-o=mo,"Horrible app that has gone downhill over the last several years. I acumulated 17k points and now they have taken out all the 5$-20$ offers without warning. It will take years for you to claim something and they constantly miss points. I've had to reach out several times to request points be added. You also have to make purchases through the app now to have the privilege of spending your points. You can see from the other reviews that everyone is feeling the same way, avoid this app.",1,6,1.45.0,2020-01-20,"Hey Elston, we’re really sorry to hear you’re having a bad experience with us. We are working hard on new features that will provide you with more opportunities to earn points and customize your Drop experience. If you have any other questions please don’t hesitate to let us know at support@joindrop.com. Thanks for being a Drop member :)",2020-01-21 15:59:22
gp:AOqpTOEebsAeudwL7eowpS88owvBvNUbo1uGwrgWFcHAois-kmNPyeLp-kqVV66OWhhYamqaoZvXg-EL0n9YDX4,Nicole Wilson,https://play-lh.googleusercontent.com/a-/AOh14GhtogJ0VA92Se0Wk8AxgBqtFM7CxsBgIuklfOmyWA,"Use to be a great app. I signed up for drop super early on, I loved it and took a chance when everyone thought it was sketchy to attach your credit cards. When you signed up you picked 5 stores that you would always get points for shopping at. They made a big deal about picking wisely because you can never change them. Well then they decided to change them by taking them away. And there was no communication sent out telling you that. I cashed out my points and left, not worth it now.",2,1,nan,2020-08-11,nan,NaT
gp:AOqpTOHmKFztgxV1NGXSCieu2LOtTKEVpF6zQ51g56abjXW2Bit1KUtk072fHfmF7XSSb_r9BhykPsvonSLOgIw,Nathan,https://play-lh.googleusercontent.com/a/AATXAJxespLyJmj8R-6dMF4KXaasJ5iPWCalYfdeLyy61Q=mo,"I followed the directions of an offer perfectly, but was not given the $12.50 in points which was promised. I spent $30 expecting to receive the points. I requested help after the allotted time, customer service said they can't give the points. So don't spend money on offers, since it is a risk that you will not receive the points. So far I haven't had issues on linked offers.",5,10,1.26.0,2018-09-28,nan,NaT
gp:AOqpTOFKhQpPuGq0-YwafhxWWsg1TcnFNg4b_UHpKLEm9E5MPWXOgEYUvBpRq_enp8A7SEhLjTDDFOXGpOvyKNQ,Sarah Bell,https://play-lh.googleusercontent.com/a-/AOh14Gg1CbebjfGY8IJdGm-kTmseU5XkvxrF_jT17pnHtA,"This is a great app to collect points with. And thats about it, because every time you go to redeem the points, the system changes or the tiers disappear. My original goal was a $10 starbucks card. Then $25 amazon. Both those options have disappeared from the redemption menu. But theres still the $50 starbucks card redeemable? Its a great idea, but stop changing the system so people can actually reach their goals.",2,32,1.57.0,2020-04-14,"Hey Sarah, thanks for your feedback. Our offers and rewards change from time to time, and we have rolled out a lot of new ways to earn more points: contests, arcade games, offers over 25,000 points, deals, referral bonuses, and more. Please reach out to us at support@joindrop.com (and be sure to reference your review) for tips on earning with Drop!",2020-04-30 16:30:27
gp:AOqpTOHS8hfjRAbG9N7V1gEatUAj6u9151SLuVtP3EorZKgttsH7JfiQTOFLmLtU6xa11DvQtvQHFbbSxPEm6iU,julian,https://play-lh.googleusercontent.com/a/AATXAJz6lkK-DgDOvanPTKfRqc2AOOboh8MRt8wgfJhXcKM=mo,"beware of offers, they do not give you all the points for boosted offers. i've raised four tickets and are aware that i did not get all the points i should have but either stop following up or close my ticket immediately. app is slow and prone to crashes or not loading anything at all. UPDATE: problem was resolved, but it took a couple months. probably will not trust boosted offers, but will continue to use the app.",3,15,1.27.0,2019-01-12,nan,NaT
gp:AOqpTOGtdztnIkN-wzdGFq2TgHVd2Do1XrifEQC7zWqXpkHiYBMw8CnvNjQOBuJt26-kSbXcWxgxJAg4ESe1y94,Krista Stevens,https://play-lh.googleusercontent.com/a-/AOh14GiUWy7L-kjlXrj7VUxy0IRaxVQBZdhaQtQwBMIgVg,"Don't like how they changed the reward options. Doesn't make any sense to have to shop thru the app in order to redeem under 30. Would be one thing if those rewards were available at higher levels. I don't mind saving up 30,000 in order to get an old Navy or Amazon gift card but now I can't even redeem for one.",1,13,1.41.0,2019-10-06,nan,NaT
gp:AOqpTOGQeyjwjz7GVUsXCetC6oQEVboE_SzEUY7cb3qd3JthvEfzb5hbcfztoimRKh9IMfB0ONubOe1TFMVTIAQ,Dion Chong,https://play-lh.googleusercontent.com/a-/AOh14GiHU7jKzcd9F06BYCLhfitz0g-sEVbT7_Rs57DkI0M,"Two years later, still can't change the base offers. Half the point accumation rates don't make sense—sometimes it's 4 points per dollar and sometimes it's 40. Also, it seems like over half the offers are only for online purchases, rendering the app useless for those of us who want to, you know, try on something for size",2,39,1.27.0,2019-05-09,"Hey Dion, we've heard this kind of feedback from our users, so we've made it possible to change your Power Offers once you've referred a friend to Drop! :) If you ever have any questions with regards to point rates, we'd be happy to explain them or let you know how many points per dollar your offers are worth!",2019-05-10 17:08:05
gp:AOqpTOFQLOwRLGlPqoGij1aazVzVWOfo6aTskXpEpwakFTpP1f1VB9uewrm7VKmr37cJqNiQBfPYtSny3X6tHuE,Vanessa Megan,https://play-lh.googleusercontent.com/a-/AOh14GjEUSgJTP7Qhp1RCnwaEOv7-D93EeYdH48I9ad6Ap0,"I have still NOT yet even ONCE been able to even sign in. SO CLEARLY, I'VE SAVED NO MONEY. I have tried on an android, IOS, and windows. I've tried to contact customer service without any solutions. Not impressed at all. The only thing it would say to anything I tried was ""AN ERROR HAS OCCURRED"". Terrible experience. I had a lot of shopping to do as well. I was looking forward to trying it. Instead I wasted a bunch of my time for something that never worked once.",1,2,nan,2019-02-26,nan,NaT
gp:AOqpTOFrNQ7nRpo5qAfPup6LSrrNgxC6WVffU2MPCwm6yP_oxGbV-KOYHHZ_T7FWBVdFgTeVji_ciqlRHJe58ao,Jung Hyun Choi,https://play-lh.googleusercontent.com/a-/AOh14Gg9tYwP_o_Oskqy37gn0t3RoEJayy0Ub_tX05xM2Q,"It has worked fine up to some point although there was an ongoing card linking issue which hasn't been fixed for months. I used it for it being still usable but since about a week ago the app is completely not working. I tried reinstalling on three different devices to make sure it's not an account or a phone issue, but after signing in the app wouldn't load from a blank white page. I really liked the concept of this app but due to the poor build quality I am deleting this app.",2,2,1.25.0,2018-09-17,"Hey there, sorry to hear that! There have been recent changes to banks we are able to support due to some infrastructure updates. We'll ensure that going forward we are more careful with what financial institutions are displayed.",2018-09-25 12:08:16
gp:AOqpTOHyg7Kb8r0Q3ZXWTKgtRDG-X_NyAY7htRrfgBTeUwZJ-S7m1NzqbqWmMCNm12pUTFjOcAqeve4sgyPhBV8,victoria ngai,https://play-lh.googleusercontent.com/a/AATXAJwWqEmL-4vQplxqI5wAgyUK58yJAZKURoN0spihAA=mo,"takes a full minute to open and is very slow to respond when everything else on my phone opens fine, which is really baffling. the UI is also extremely unintuitive - I really hate the nested menus that scroll both horizontally and vertically and need to be expanded. the variety of rewards has improved and the program is good as a whole, but I I just wish the app made sense. a desktop or even a web client would also help greatly, especially given the new range of online shopping offers.",3,1,1.27.0,2018-11-10,nan,NaT
gp:AOqpTOFMMsCaaWFIgGranpMumsrjdsTjD9sGcb_1SJ2Qg5ZLUhKxxtaN-zPgnYDygK51bwipSjxYHMAMscSWeow,F. M.,https://play-lh.googleusercontent.com/a/AATXAJzVxWI_qyc3OAv_mFlAnxgwzC5pUjD4XkEGu3OV=mo,"great app, points really add up and value is well worth it compared to ebates. the support team is really prompt and efficient. my only issue would be that i wish there was a search function as it can take time to look for a specific shop (that you know is there) by going through all the categories. All in all a great app, would recommend! edit to 5 - app now has a search function",5,11,1.27.0,2019-04-26,"Hey there, thanks for the rave review! That search function really comes in handy, and users like you made that clear to us. Thanks for the feedback and for being a faithful Drop member! :)",2019-05-01 13:11:33
gp:AOqpTOE_wBcSJACqZlcBr3sJYbEOA8pRyt5K-5qA16EHfGKNutUQPM69wVD21YrKtufSTLBgwdNr38keIVV7Eas,Andrea Moncada,https://play-lh.googleusercontent.com/a-/AOh14Gibft4po2Gm9sWqHcBL53NkESn6YFZW6Sl724no2No,"It's not good, I mean I didn't even try to go farther than the link cards point. The app forces you to choose between 5 brands that I just use Starbucks and it's not even fair that they don't have more options. In the pictures of the app they show different brands as best buy or Amazon but it's a completely lie. Really bad app, hopefully in the future or would be better.",1,0,1.27.0,2018-10-24,nan,NaT
gp:AOqpTOGtQ2jCrICWL8eUrjXDje89J8MqisicEQqDan8e0AOgFDDktkUQ1rUtqi4qOqQRf7Wipb1di48YXdsI3p8,Jean D. Reid,https://play-lh.googleusercontent.com/a/AATXAJynEQC3ow_rWNzt7IQK1RGMICCVw2UnfVY20v9U=mo,"I can't redeem points that were earned with boosted points. Also, didn't receive pending points for well over 2 months now. Just shows they are pending. I contacted customer service, which was useless. They told me my account was being reviewed for suspicious activity. They closed the ticket with no explanation or reason why I cant redeem points. My points are only worth $20, does this look suspicious. Don't bother, not worth the hassle.",1,2,1.27.0,2019-02-16,nan,NaT
gp:AOqpTOHXYBMQZtsRzpAni9jNHHKS_unu4V0RqsB1BTUuG3CB9Wl3VdIjFKnTxZ4uXEiPdD-x223T-20JcHfES4c,Ayse Mayse,https://play-lh.googleusercontent.com/a/AATXAJxe8cE6ECY5dUJJkA5xb4CTlbBtabV7KdWypudK=mo,"Drop is horrible now, I used to redeem my points right away now you have to shop thru the app to redeem your points, I used to get 10 dollars worth of gift cards from Amazon now it has to be 25 dollars. I don't want to shop thru drop there's nothing I'm interested in buying with the brand's. I have 33 dollars worth of points but I can't use them. I'm very disappointed. Why do people have to change something and make it horrible for users?",1,4,1.47.0,2020-01-09,"Hey there, we’re really sorry to hear you’re having a bad experience with us. If you would like to send us a message, including this username or a reference to this review, at support@joindrop.com we would be happy to go over the policy change and your options. Thanks for being a Drop member :)",2020-01-10 16:17:22
gp:AOqpTOEgfcrOESKkuE5AWO70VRufitdRuXjkyrXAnMFoggpyuIwHuVrMosmz7DaEc7xegrTM2-xJSc5WrvFa68s,Paolo Velasco,https://play-lh.googleusercontent.com/a/AATXAJz5AujPeNumhMt0LN-XIL1MqEDQs1whjD_x8l3O=mo,"Decent app. Points come in slow but consistent for the regular supercharge purchases. However I signed up for Tangerine account which is supposed to reward 25,000 points 30 days after completion. My account has been open for almost 2 months and nothing has come through. I've also opened tickets regarding the missing points multiple times through the app but have not heard or seen any changes.  Edit:  Was contacted and the points were added.",4,3,1.38.4,2019-08-20,nan,NaT
gp:AOqpTOGIXHBeVsJ5n5zfJR6M7gGJV1Z0UbsQ23G9W-L4eGlzfNX2mZb91in6Rg90Mrxhwj3WWXCu3kdWoFVIUkM,Spencer Brigham,https://play-lh.googleusercontent.com/a/AATXAJwKCA08Okk1WM9l4BEn8OF6zLfyr7_FtnTG7LcS=mo,"Used to be a fantastic app, loved just collecting points for going about my day. However, I can no longer access the app. Every time i open it i get ""network issues"" error. My connection is fine, the problem seems to be with the app. Very disappointed and frustrated to have one of my favourite apps completely broken.",1,7,1.38.4,2019-08-19,nan,NaT
